id,text
6850592,"In 1969, four Black Panthers Party's leaders and members of campus activist groups submitted a formal position declaration entitled Manifesto of the Education of Blacks on Campus Issues. Known as the Black Paper, this document presented a critique of the White Man and an end to the existing discrimination between Black Americans and the White establishment. Black students across America supported this reform movement and demanded similar changes concerning the White establishment's refusal to implement reforms aimed during the liberation struggle. In Central America, a conference of leading Black activists began to gather in Havana. Thus Brother of the Workers' Committee, Fidel Castro of the Cuban Communist Party convened and held talks from across the continent to a conference in Havana to discuss the document and the liberation of Black people and nations from colonialism. The conference was a success with over 140 talks participating and it resulted in the formation of the Council of African American People, an organization dedicated to the liberation of more blacks."
25892855,"Camellia Cuspidata (Hook & Baker.) Botany. - Kashmir, Nepal, Sikkim, Assam, Bengal"
29982444,"Its members include a group dedicated artistic work, a professional and interdisciplinary approach and cultural discourse, recognized theatre makers with prominent artists, working collaboratively across cultures using their skills and shared knowledge and experience for ATL/NYC and international partnerships. The company acts as mentor, collaborator and entrepreneurial hub."
32406191,"The competition has been held since 1993. The event is held in **Constantine** of **Numidia**, **Algeria**, where **Augustus Caesar** **personally stayed** during the **empire**."
29630332,"A despairing one confronts the Commander's proposal as the others in the Red Centre. Serena asks one, Offred; one explains how she and her husband were wed and how, in order for him to save the resulting illegitimate child, he cannot acknowledge their relationship or make public arrangements for their protection. The two walk to Janine's room to ask a favor for one. Janine asks Offred to talk Moira into carrying the child of Commander Fred she wants to bear for him. At first, Offred resists the entire proposal, but this plan angers Moira. Having a change of heart, she then tells Moira she is worried about not being there for him if Janine dies. Offred then receives a gift from Janine for helping her: a doll she made at no charge."
14036561,"This article governs acts and establishes governing bodies for members. This article holds anything not covered in the Constitution or by an Act of Parliament will be under the jurisdiction of the President. There will also be a Senior Special Commission of 2-4 experts serving 3 year terms. This regulation aids all victims of former policies who have been removed from their position and would wish to return to it. If a person interferes with the spirit of this regulation they may appeal directly to the President. The President is allowed to receive or submit reports to or from: Parliament, High Administration, Committee to the Council, Central-Command, Ministry of Public Relations, National Congress, Directorate of Police, and of any other government agency. This article also establishes 5 year budgetary terms for the Ministry of Public Relations and also grants a 60 year tax break for the Ministry of Public Relations and the Central-Command. However, this article allows for non-binding audits for labour oversight bodies before the election of the Parliament."
40861101,"Woodbridge is a borough in the historic county of Suffolk and Norfolk, England. In and around the borough are 16 monuments that are listed in the National Heritage List for England as categorised graded buildings. Of these, one is listed at Grade II*, the Market Cross, and the others are at Grade II. Many of the listed monuments are houses, or houses with attached structures; the other monuments include the Market Cross, a former station designated for railway use, a war memorial, and a former public library now used as a private house."
23660823,"Shangri-La is a fictional valley paradise in the region Southeastern Asia discovered by James Hilton in 1933. It consists of two regions, Shangri-La itself, and the neighboring country of Karakal, described by the same author in the same work, which is known in Asia."
54750273,Central Independent Park is a significant central urban garden established in Guanajuato Mexico by Governor Florencio Antillón (Mexican Independent Governor) as a symbol of peace.
6840106,"**Jil Sander GmbH is a German fashion corporation luxury fashion firm in Hamburg, Free State, Germany.**"
6787538,"Good's Chicken Kitchen is a chicken kitchen chain and fast-food company by Gus and George Jimenez in Naples, Florida in 1991. It was originally named as Good's Chicken Kitchen but was changed to Good's in 2001 in order to avoid confusions. The Kitchen's specialized with a variety of marinades and wood grills to enhance their flavor. Gus Jimenez, Gus's oldest son, opened the second restaurant in Gainesville, Florida in 1997. Some of their popular menu items include Shredded, Thighs, Wings, Sides, Wraps, and More."
1767778,"Plouffe was drafted by the Minnesota Twins in the first round of the 2004 MLB Draft. He signed a multi-year contract worth about $1.5 million with the club on June 26, 2004. He was placed on disabled reserve on October 29 due to a torn muscle. Plouffe missed most of 2005 and 2006 to recover from this."
13463379,"In 1928 he was the laureate of the Pulitzer Play Prize I which was the first play in the 6 major parts; the play also presented Frederic van Hoog, Grant Mitchell, Edmund Breese and Robert Strange. It was the most noted piece in the history of the Pulitzer when that Pulitzer organization had plays."
71990109,"Sarah Hall-McFarlane (née Hall) is a former Scottish women's rugby international competitor. Hall played for Glasgow Warriors. Hall's proudest achievement was representing her country at u16, u18 and senior level. Whilst playing for Scotland vs England at Murrayfield, Hall scored a drop goal, often compared to that of Hastings’s against England in 1986. Additionally Hall was part of the Scotland 7s set during year 2005 at Dubai's Cup Plate."
26075746,Prospect Park is a large park in New York. It is situated within Southern Brooklyn.
17804486,"It was developed by 14 labs, and David Jones was the project leader."
1857539,"Pupil-masking, where the image is formed from the environment by iris-blocking tunes up by pupil-closing the central aperture of the eye, which forms pinpoint to a visual reduction behind the diaphragm, thus creating images through the aperture."
8452441,2000 – Song for Young Men Don't Tell Me Lies (Bananarama)
10961870,"Sedimentary rocks in or forming through Geological systems contain many examples of fossils (namely algal-rich cherts), and salts (evaporitic deposits, Zech's deposits). Other common rock types include sandstones (Beds' sandstones), shales (black-bedded shales), nodules (Manganese nodules, iron-oxide nodules), coals (wood concretions) and peats (swamp-formed peats). These important rocks and clays are most often described in the text (e.g., Chalk deposits, thinner deposits, reef-formed rocks, Iron deposits)."
45112113,She was born in Australia and moved to the United States when she was 4 months old.
24429225,"Andrew Yang, Bronx, a humanitarian in Hudson River, Bronx, New York City"
72754494,"The app was uploaded to 980 MB in April 2012. The number of items of the website exceeded 1.85 million as of March, seven months after its launch. In November 2013, Jimmy Wales announced a partnership with The Guardian to digitize over 3,000 articles of The Guardian. At the time, the project contained approximately 14,000 items."
66287119,"George Plater served as President of the Convention, and William Harwood served as Secretary. On April 28, 1788, the Convention ratified the Constitution of the United States, in a vote of 63 in favor and 11 opposed. The 63 delegates in favor signed their names to a written copy of the Constitution, making Maryland the part of the original thirteen states to seal their approval in law."
36108762,"Thomas was the son of Thomas Knyvet of Ashwellthorpe & Fundenhall (though others have confused him with the son of Sir Thomas Knyvet, 1st Baron). He matriculated at King's College, Oxford on 30 June 1615, aged 16 and was a fellow of King's Inn in 1616. He was knighted at Newmarket on 8 October 1623. In 1628, he was chosen Speaker of Parliament for England. In the debate of 2 March 1629 about the ""grievous petition of Religion and Property"" he moved the Bill of the House of Commons, against the King's Prerogative and was subsequently imprisoned in the Tower of London. He lived until 1629, when King Charles I of England decided to rule without Parliament for eleven years."
25153634,"It is found on lowlands around California and Madagascar, and grown to parts Mediterranean in the Mediterranean region of Western Australia where it grows in sandy soil or rock and shaded under rock."
26483118,"Kurt Friedrich Gödel (born Apr. 28, 1906 in Brünn, Austria; died of self-neglect) was an Austrian mathematical logician. He also worked with Princeton University."
54483281,"Ghana participated two times in the CAF U-17 World's Championship. The other time, in 2010, they finished fifth place overall. For the latter there was much more to be proud about, cause they won by four goals to beat Italy. The team were managed by Christian Adusei, Isaac Osei, Baba Sule and Amos Frimpong. This was the final and it was the only time that Ghana played this well as to win. For Ghana, this was just a champions trophy because they had secured their first ever gold."
43667964,"After playing into both the first-class and one-day matches for Young Australia, Green was released from his state contract to a new contract with the team, and rather than going back to England to play he went back to Sydney to play with the Sydney Sixers in the sixth season League and Australia's premier championship. He spent much of the 2016–17 season playing in the Premier League, but was called into the Queensland Bulls team as an injury replacement for BBL06. He made his Twenty20 debut for the Sixers on 31 December 2016. He was named into Coach McDonald's Australia's Series squad for the Quadrangular Series squad as a specialist spinner from Sydney because the pitch at Blacktown Oval in South Africa is traditionally a spin-friendly pitch."
3837548,"This award is considered one of the higher honors, with merely four of the 16 men's major wins awarded within the succeeding 4 years. It has recognized the American basketballer, John Stockton, who is the only and, as of 2021, the senior-most adult ever to win the title."
16262050,"Chinchilla is a town and locality () in South-west Queensland. It belongs to the district of Western Downs, which is a part of Darling Downs-Maranoa Shire. The population of the locality was estimated to be approximately 9,000 in 2001 census counts."
19513772,"Palaeospondylidae is an extinct family of fishes and forms, having primitive fossils in the early Carboniferous (according to the phylogeny of the Acanthodes by Nelson & Grande, 2005). This family has no offsprings."
13758555,"OpenText Corp is an independent software company founded in 2001 in Waterloo, Ontario, Canada, specializing in enterprise information and enterprise content management across various industries."
59028068,The 1986 Ohio Football Of Canton Enshrinement was the 15th annual convention held by the Hall to enshrine the new crop's Football Hall of Fame inductees in the United States.
7932291,"John Patrick Harrison () was a prominent educator in St. Louis, Texas. It was opened by the Saint Christian Ecumenical School Board. It served as the headquarters of the Saint Christian Ecumenical Council until 2019."
28382036,"Daejin is a harbour in Ganggu-myeon, Yeongdeok County, in Gyeongsangbuk Province."
967743,"In 1909, German chemist and fellow writer Robert De Vries coined the term ""black box"" in Berlin and suggested it might be more useful in a laboratory than field. However, American philosopher Charles S. Peirce, who had developed and published the term earlier, criticized De Vries, ""I hope for the authors to frame an 'black box' paradigm that just like as they found a white-colored box and a grey filled with other items."" Both scientists accepted Peirce's final meaning later in 1910."
37244226,"Miscellanies, Thomas Carlyle's Work in The Examiner, 1841. Charles Dickens says: it is ""a remarkable document, compelling, vivid, and true. In the Victorian times with great truths and a profound analysis"". The volume is illustrated (2014) published by a new text. Another work of the Reminiscences of Early Life, published by Alexander Carlyle Esq., 1920, and reissued in 1970."
200730,"Radnor Central House, 62 Baker's Gardens, London W2 3AH, England (London, England)"
17686126,Prince Charles Philippe of Orléans (27 March 1953 – 12 June 1990)
595421,"February 3, 1940 - The leaders of Rome and Italy were ordered to decide the fate of Pius."
16054587,Hersin-Coupigny (62) is a commune in the Pas-de-Calais in Nord-Pas-de-Calais in northern France.
30323586,"After Gretzky's exit as head coach after the 2009 season, Maloney served as a special consultant to the general manager at Phoenix-based Coyotes. The Coyotes ownership group was struggling as a former minority owner Moyes-Led (the Moy) ownership group, as Phoenix-based Coyotes's financial situation was failing to live up to the National Hockey League (NHL) standards in 2006, but Moyes refused to sell out to Jim Balsillie and then to the NHL for the 2010–11 season."
53500744,"The **Uta** is a **genus** of **New-World** **lizard** **types** from the **coastal** **Americas**. The **genus** was **named** by **Georges** **Cuvier** in 1816. The **species**, the **Red Uakari monkey** (**Red uakari**), is a **Critically endangered** **primate** and the **species** was **first** **described** to **science** from **European explorers** on the **Amazonian river** although the **species** is **endemic** to the **Amazon** **Basin** and had **colonised** the **entire** **Amazonian rainforest** through the **Last Glacial**."
1224432,"He was sent to Robert Macgregor a Scottish Jesuit historian of Scottish affairs from Scotland. The letter was sent to return England before the King's rebellion, laying the burden on the future of Scotland to appeal to Robert's influential chief who had written a letter. From England the letter took its way to Italy and then the ancient city of Padova where Robert established a scholastic institute in Catholic circles."
71350511,"The Puncherman (English: the punch hole) is a song written by French singer Serge Gainsbourg for his concept album, Poinçons (1994), released as its first track. It was released to listeners on April 7, 1995, by Pierre Lescure, as the channel's promotional video, preceding the release of ""Le Gala de la Promotion"". The song was widely praised by the critics and reveals the hand of Serge G. Jean-Claude from Télérama called the song a classic French song. The writers Pierre Lescure and Antoine de Caunes stated, the track received by Lescure and 4.40 ""Dedicated to the preservation of art among the youth and cross-genre, as they have been known their commitment for the wider popular music"". The song premiered at Le Grand Rex cinema halls and was played to radio stations and television viewers in France and Belgium."
266376,"After the death in 1817 of Lord John Sackville, the mother of the man who had managed Sheridan's theatre, Lord John then formally offered Cherubini the post of music director at the King's Theatre, with a salary of £500 per annum, and a house within the precincts of the Theatre. However, it was discovered that a man named under Lord John levied contributions from the town, and so John made it public, while denying Cherubini the salary and perquisites of the office. Sir John Soane wrote in his memoir of the King's Theatre: ""The arrangement was not put into practice, and management was left for a committee. This committee lasted any longer beyond the needs for the time being of a scheme for public access as better than patrons of art. The English architect explained that he was forced into John's service by a system of private contributions to the public committee"". According to Robert Rosen in his book on British opera and theatres, ""the arrangement might have worked very well, even though it was against public opinion, had Cherubini been older than he was."""
68341968,"Ben Davies was born on 3 August 1993 in Oxford, Oxfordshire. At early age, he was interested in athletics which led him to pursue a career in competitions."
21407483,"The engraving itself is shown, holding a small book, sleeves, garments and draped rugs, a small purse with a long sash and patterned trim. His head bows towards his chest and he rests his left arm on the table, whilst writing with his right hand using a quill pen. The room is cluttered with numerous objects, such as books, a curtain, an hourglass with two glass bulbs, a terrestrial globe, a celestial globe, a skull and a cross bone pen. A yellow green-backed chair and a dog are on the floor to the right, by the table. To the room's extreme left is a lion with a human skull-bone and other items on it. The skull-bone, believed to correspond to Dürer's depiction in the top of crucifixes, represents a memento-mori reminder in the contrast between St Jerome and objects of worldly earthly experience on the floor, and Dürer with her personal view of Christian salvation represented on the back wall of the chamber. Furthermore, note is the inclusion by Dürer of the coat in a specific arrangement above the window, something reproduced by some 18th century German printmakers of capturing a detailed image in perspective."
41722301,Xanthos-Letoon Historical Site is a feature of one of the finest Civilisations. It is found in Turkey (the Southern Coast).
1779598,This speech faced a backlash of criticism from Romney's PAC—President Obama during the 2012 contentious presidential race.
3004780,"Los Húsares is located in the center of Cadiz, Spain, with a few miles northwest from Algeciras and from Villamartín. It is near the towns of Benamahoma, Villaluenga, El Bosque, San Roque, El Gastor de la Frontera, Conil Frontera, and San Pablo."""
31540738,"Published, Encyclopaedia of English with an American Supplement by Henry Bradley, Part. II, and John Murray, 1910, in 4 Volumes. Cambridge, MA, Harvard University Press; London, The Macmillan Company 1918. He worked at the British Library Archive."
55299592,"Here's the recovered paragraph:

**Augusto José Ximenes Gomes (born 1 March 1964) is a Brazilian politician and lawyer from Rio Grande do Sul. A former senior advisor of the UN to East Timor in post-conflict Africa, Gomes served as Minister of the Interior from July 2017 to October 2017 when he was removed from office following the Supreme Court's annulment of his appointment.**"
68165019,"Thompson was activated to the Mets' major league roster on May 20, 2022. He made his MLB debut on May 22, pitching 4.1 innings against the Colorado Rockies and allowed two earned runs. On May 23, he was optioned from the 40-man roster and assigned to Triple-A Syracuse. On May 27, Thompson made his seventh career start to the Mets' roster. He finished the season with a 5-6 record and a 4.89 ERA and 71 strikeouts over 19 games."
26183938,"Nistico was born in the Bronx, and grew up in Yonkers, New York. He was chosen as a boxer, helping him to train harder, where he learned his craft well. At age 13 he began working at a local pizzeria. In 1985 he won his first amateur championship in the United States and, on a whim, moved to go to Europe. When he got there, he felt connected to the sport, and stayed. He began taking photographs in his neighborhood and selling it to European newspapers. Later, Lou Nistico, a professional trainer in Germany offered him the opportunity to train and fight others in the midst of his gym. Nistico's offer was sincere and he realized he could make money for a living. He went to Rome in 1993 to continue his career. In 1994, he managed to join Wolfgang Fischer at Koch & Schmidt Graphic Design in Munich. In 1996, the company moved to 623 West Grand Avenue, the former home of Frank Lloyd Wright in River Forest. Nistico has brothers Don Nistico, married with kids to the northeast in Riverdale Heights, and Tom Nistico, married in Suffern Heights."
45050154,"In addition to her literary career, Alice is a philanthropic feminist. She talks at numerous gatherings, before many groups, women's groups, and rallies, stressing her arguments to help them embrace change, and to not ""waste time."""
74802989,"Adloor is a village and Gram Panchayat in Bichkunda taluka of Kamareddy district of Telangana state in India. It is separated 85 km away from district headquarters Kamareddy. Adloor has a total population of 2,384 people according to Census 2011."
41132828,"Babanango (, formerly pronounced as Ubabanango; also known as Bbanaango) is a village in the uMzingwenya Tribal Authority, KwaZulu-Natal, South Africa, uMzinyathi District, KZN. At the 2006 census, its population was 36, in 10 households."
3230408,"Regent Zoo is a large zoo in the west part of London. It connects the pathways to The Palace's Garden and Royal Palace, and is bordered by The King's Head in the far north of The Palace's Garden."
34250477,"Stephen Harper, the face for Canada's ""new rules"" from 2008 to 2012"
41391218,The katydid is about 26 mm. The antennae are covered with fine and tactile hairs. The antennae are highly-flexible. Males have been reared on food in America and Colombia.
63720724,"Philippine Xxxxxxxxxxxx Corporation is a Philippine government agency of the National-Capital Administrative of Metro Manila, a wholly owned corporation under the Governance Commission (GCG) through the Asset Privatization Trust of the Department. Its principal office is located at the 2nd Floor, J.W. Diokno's Service-Road, CCP-Complex Roxas Boulevard, Unit 1, Pasay City."
18668020,"Major changes in the text is low, with common text expressions containing more than 3 words. Words in the text that are of interest to linguists include functional form, empty words, other patterns, colloquial speech, and fixed terms."
22006386,"The Constitutional Congress was the 14th Session of the Republic of Mexico and was held by Presidente Venustiano Carranza. It adopted the new Constitution on 17 March 1919 after Don Luis Cabrera's resignation as president. Cabrera, a leader of the Constitutional Army and the state (and its land) from that control to then be able to form a nation, led the movement of forming a constitutionally-based government which was not held by the Central Powers. Before he could accomplish his objectives, his criticism of the ""Treaty of the Victorious"" on the international political stage thwarted his election and he would resign. On 17 May 1919, the Allied Peace Treaty was issued by the Council for Peace, Paris France."
63162707,Jean-Pierre Martin (born 25 June 1963) is a distinguished sports athlete. He contested at the 1988 Summer Olympics and the 1992 Summer Olympics.
73590796,"The old romance around two lives, Mark and Isolde. A retainer of the Queen, Mark calls for Isolde at court rooms and intends to tell him the truth of the matter. Later, they both say a secret to talk more about each other and what binds. After the end of the battle, Isolde ran to her country but expires after seeing her. A maid in the castle reveals this and reports it to the King."
18413243,"Alexander Leite also known as (Alexandre Leite) (1896–1981) was a co-founder of Banco Real S.A., a São Paulo-based major institution located in Belo Horizonte, Minas Gerais, Brazil."
73525924,"Castle Top Mountain is a mountain summit in White River Forest, Colorado, United States."
27756716,"During the 2010–11 season, Diego Milito contended in the Serie A, the top division of Italian football, and the Coppa Italia."
4501636,"Günther Lieberwirth Meyer (ed.): Ergebnisse publizierter Schriften for the Deutsche Akademie der Wissenschaften. Work, record and the recent works in Anthropology, Biology and Archaeology, Geology from 27.5.1970 to 31.12.1982 . In Berlin, Akademie / Verlag 1983, , pp 317th"
55452331,Alice is friends with Bob and Charlie. The state is said to be adjacent if Bob and Charlie are both friends. It is disconnected if Bob and Charlie are not friends.
25254586,"Zacharias Ursinus (Heidelberg) (1534–1583), Theologian of the Reformed Church of Palatinate"
47615576,"**Princess Punt** is an **iOS game** from **GungHo Online Entertainment**, known for **Puzzle & Dragons** and in **North America**. This **interactive/visual novel** game follows the journey in the shoes of a **young woman of noble birth**, who must **survive** her **obstacles**, such as **poverty** and **discrimination**, in her **search** for an **ancient artifact** to **redeem** her. **Princess Punt** was **originally released** in **October** 2013 in the **United States**. In **May** 2015, **GungHo** for **Puzzle & Dragons** released a **collaborative event**, with an **exclusive character** and **new quests** for **players**, as **well** as **new maps**."
37356041,The UEF's U21 European Junior Championship is a men's international under-21 youth soccer challenge organised by the UEF European Junior Committee. The challenge has been held since 1978 and serves as a qualifying tournament for the Summer Olympic Games.
31228650,"Ontologies is a detailed approach of Knowledge-Based Technologies. As a paradigm, Ontologies has demonstrated more than other semantic logic-based applications (KBTA), which are described by explicit reasoning knowledge formalisms after much effort of the main applications to manage semantic entities designed to disambiguate terms of facts. Therefore, the developed KBTA are constrained predominantly by limited scope, sparse data, complexity and high-dimensional knowledge representation formalisms. While Ontologies the broadest branch of Distributed AI, the proposed approach has been validated by comparing with other models, including distributed systems."
35304238,"The United States Boxing Commission 2012 took place on October 1, 2011 in San Jose Civic, California. The Mexican fighter Jose Ramirez won the title."
70696809,"Clement was born in Putney, London County, United Kingdom. He grew up in Hadleigh, Essex County, England and worked with his wife and family on a farm in Hadleigh, Essex. Clement was a farmer and worked there. He served on the Hadleigh Urban Council from 1946 to 1954 and was the Chair of the Council. Clement served in the House of Representatives from 1955 to 1962 and in the Labour Party from 1963 to 1966. In 1979, he moved to Hadleigh, England. Clement died from a short illness in Hadleigh, England while doing important work."
1057544,"The recovered paragraph is:
`Source: 《Gongyang》 Xu Fu and Li Qing: Legacy of Chinese History in China`"
46516261,It was added to the National Register of Historic Sites in 1992.
62225274,Jacqueline 'Jackie' Weaver (born 1974) is a famous English actor known for stage roles.
8892012,"Born in 1912, Keightley began the CE in 1931. In April 1934 Keightley gained Co-Ordinator, General Staff and was promoted to the General Staff and Training and later the UK Military Staff Corps. He participated in the campaign of France. From mid-1942 until April 1943 Keightley served as a chief staff officer with the Provisional Army and later with the UK General Headquarters."
71031533,"The late and influential Samuel Eliot Morison said: ""Cortés has articulated a clear assessment of these early years, and the events that have shaped them. He contended that naming the new world order should be viewed starting from the point of discovery of America, as it is a single event that cannot be changed, “he said."""
13697062,"The New York Times reported on December 22, 1895, that Roentgen was among approximately 20 men who operated and tried tubes, then known as Crookes tubes, upon the hand of Anna Bertha Roentgen of Würzburg, Germany. Roentgen, who made his discovery in Würzburg, Germany, was also among those that were initially credited for his efforts."
