id,url,title,text
54750273,https://en.wikipedia.org/wiki/Jhilmil%20Residential%20Area,Jhilmil Residential Area,Jhilmil Residential Area is a residential housing project developed in Keraniganj Upazila by Rajdhani Unnayan Kartripakkha (Capital Development Authority) as a suburb of Dhaka.
6840106,https://en.wikipedia.org/wiki/Rathdowney%20GAA,Rathdowney GAA,"Rathdowney GAA is a Gaelic Athletic Association gaelic football club in Rathdowney, County Laois, Ireland."
6787538,https://en.wikipedia.org/wiki/Shake%27s%20Frozen%20Custard,Shake's Frozen Custard,"Shake's Frozen Custard is a frozen custard retailer and franchise founded by Don and Debbie Osborne in Joplin, Missouri in 1991. It was originally opened as Shakey's Frozen Custard but was changed to Shake's in 2001 in order to secure trademarks.  The Osborne's experimented with a variety of recipes and menu items to devise their recipe. Corey Osborne, Don's oldest son, opened the second location in Fayetteville, Arkansas in 1997. Some of their popular menu items include concretes, sundaes, shakes, floats, splits, and more."
1767778,https://en.wikipedia.org/wiki/Devard%20Darling,Devard Darling,"Darling was drafted by the Baltimore Ravens in the third round of the 2004 NFL Draft. He signed a three-year contract worth about $1.5 million with the team on July 26, 2004. He was placed on injured reserve on October 29 due to a heel injury. Darling missed most of 2005 and 2006 to injuries as well."
13463379,https://en.wikipedia.org/wiki/Nikolai%20Vek%C5%A1in,Nikolai Vekšin,"In 1928 he was the helmsman of the Estonian boat Tutti V which won the bronze medal in the 6 metre class; the crew also included William von Wirén, Georg Faehlmann, Andreas Faehlmann and Eberhard Vogdt. It was the only event in the history of the Olympics when five Estonian sportspeople won medals."
71990109,https://en.wikipedia.org/wiki/Alexa%20Hunn,Alexa Hunn,"Alexa Hunn-Phillips (née Hunn)  is a former England women's international footballer. Hunn played for Charlton Athletic. Hunn's greatest achievement was representing her country at u16, u18 and senior level. Whilst playing for England vs Scotland at Wembley, Hunn scored a solo goal, later compared to that of Maradona’s against England in 1986. Domestically Hunn was part of the Charlton FA cup winning team 2005 FA Women's Cup Final."
26075746,https://en.wikipedia.org/wiki/Galagammulla,Galagammulla,Galagammulla is a small town in Sri Lanka. It is located within Southern Province.
17804486,https://en.wikipedia.org/wiki/1976%E2%80%9377%20League%20of%20Ireland,1976–77 League of Ireland,"It was contested by 14 teams, and Sligo Rovers won the championship."
1857539,https://en.wikipedia.org/wiki/Grease%20gun,Grease gun,"Hand-powered, where the grease is forced from the aperture by back-pressure built up by hand-cranking the trigger mechanism of the gun, which applies pressure to a spring mechanism behind the lubricant, thus forcing grease through the aperture."
8452441,https://en.wikipedia.org/wiki/Artemis%20Gounaki,Artemis Gounaki,2000 – Gold for Guano Apes Don't Give Me Names (Album)
10961870,https://en.wikipedia.org/wiki/List%20of%20birds%20of%20Kaziranga%20National%20Park,List of birds of Kaziranga National Park,"Waterfowl breeds in or passing through Kaziranga includes several rare species of geese (lesser white-fronted goose), and ducks (ferruginous pochard, Baer's pochard). Other rare riverine birds include kingfishers (Blyth's kingfisher), herons (white-bellied heron), pelicans (Dalmatian pelican, spot-billed pelican), shanks (spotted greenshank) and terns (black-bellied tern). Rare migratory storks and cranes are also seen wintering in the park (lesser adjutant, greater adjutant, black-necked stork, Asian openbill)."
45112113,https://en.wikipedia.org/wiki/Daniela%20Nieves,Daniela Nieves,She was born in Venezuela and moved to the United States when she was 4 months old.
24429225,https://en.wikipedia.org/wiki/Howard%20Park,Howard Park,"Howard Park, Queens, a neighborhood in Howard Beach, Queens, New York City"
72754494,https://en.wikipedia.org/wiki/Hulu%20Japan,Hulu Japan,"The fee was reduced to 980 yen in April 2012. The number of users of the service exceeded 1.85 million as of March, seven months after its launch. In November 2013, Hulu Japan announced a partnership with TBS Television to distribute over 3,000 episodes of TBS content. At the time, the service delivered approximately 14,000 titles."
66287119,https://en.wikipedia.org/wiki/List%20of%20delegates%20to%20the%20Maryland%20State%20Convention%20%281788%29,List of delegates to the Maryland State Convention (1788),"George Plater served as president of the convention, and Wiliam Harwood served as secretary.  On April 28, 1788, the convention ratified the Constitution of the United States, in a vote of 63 in favor and 11 opposed. The 63 delegates in favor signed their names to a written copy of the Constitution, making Maryland the only of the first thirteen states to sign their approval in ink."
36108762,https://en.wikipedia.org/wiki/Miles%20Hobart,Miles Hobart,"Hobart was the son of Miles Hobart of London & Harleyford  (though others have confused him with the son of Sir Henry Hobart, 1st Baronet). He matriculated at Queen's College, Oxford on 30 June 1615, aged 16 and was a student of Gray's Inn in 1616. He was knighted at Salisbury on 8 August 1623. In 1628, he was elected Member of Parliament for Marlow. In the debate of 2 March 1629 about the ""illegal imposition of Tonnage and Poundage"" he locked the door of the House of Commons, against the King's Messenger and was accordingly imprisoned in the Tower of London. He sat until 1629, when King Charles I of England decided to rule without Parliament for eleven years."
25153634,https://en.wikipedia.org/wiki/Eucalyptus%20torquata,Eucalyptus torquata,"It is found on hillsides around Kalgoorlie and Coolgardie, and south to about Widgiemooltha in the Goldfields region of Western Australia where it grows in stony loam or clay and red sandy soils."
26483118,https://en.wikipedia.org/wiki/Juan%20Salvador%20Rizzo,Juan Salvador Rizzo,"Juan Salvador Rizzo (born July 6, 1906 in Buenos Aires; date of death unknown) was an Argentine professional football player. He also held Uruguayan citizenship."
54483281,https://en.wikipedia.org/wiki/Tonga%20women%27s%20national%20under-17%20football%20team,Tonga women's national under-17 football team,"Tonga participated two times so far in the OFC U-17 Women's Championship. The first time, in 2010, they suffered three heavy defeats. Six years later there was more to be happy about, cause they won by four goals to one against Samoa. The goal were scored by Alexandra Fifita, Seini Lutu, Mele Kafa and Ana Polovili. This was the first and so far the only game that Tonga scored as well as to win. For Samoa, this was also a historical moment because they also scored their first goal ever."
43667964,https://en.wikipedia.org/wiki/Tom%20Andrews%20%28cricketer%29,Tom Andrews (cricketer),"After breaking into both the first-class and one-day teams for South Australia, Andrews was upgraded from his rookie contract to a full contract with the team, and rather than going back to England to train he went back to Darwin to play with the Darwin Eagles in the newly formed Darwin and Districts cricket competition. He spent most of the 2016–17 season playing in the Futures League, but was brought into the Adelaide Strikers team as an injury replacement for BBL06. He made his Twenty20 debut for the Strikers on 31 December 2016. He was brought into South Australia's Sheffield Shield squad for the Sheffield Shield final as a potential second spin bowler because the pitch at Traeger Park in Alice Springs is traditionally a spinner-friendly pitch."
3837548,https://en.wikipedia.org/wiki/2003%20AFL%20draft,2003 AFL draft,"This draft is considered one of the weaker drafts, with almost half of the 16 club's first picks delisted within the following 4 years. It has produced one Brownlow Medallist, Adam Cooney, who is the first and, as of 2021, only number-one draft pick to win the award."
16262050,https://en.wikipedia.org/wiki/Salobe,Salobe,"Salobe is a town and commune () in southwest Madagascar. It belongs to the district of Betioky Sud, which is a part of Atsimo-Andrefana Region. The population of the commune was estimated to be approximately 9,000 in 2001 commune census."
19513772,https://en.wikipedia.org/wiki/Phanerotrematidae,Phanerotrematidae,"Phanerotrematidae is an extinct family of fossil sea snails, marine gastropod mollusks in the clade Vetigastropoda (according to the taxonomy of the Gastropoda by Bouchet & Rocroi, 2005). This family has no subfamilies."
13758555,https://en.wikipedia.org/wiki/Hawthorne%20Books,Hawthorne Books,"Hawthorne Books is an independent publisher founded in 2001 in Portland, Oregon, U.S., specializing in literary fiction and creative nonfiction original trade paperbacks."
59028068,https://en.wikipedia.org/wiki/1986%20NCAA%20Division%20II%20soccer%20tournament,1986 NCAA Division II soccer tournament,The 1986 NCAA Division II Soccer Championship was the 15th annual tournament held by the NCAA to determine the top men's Division II college soccer program in the United States.
7932291,https://en.wikipedia.org/wiki/H.M.%20Stanley%20Hospital,H.M. Stanley Hospital,"H.M. Stanley Hospital () was a community hospital in St Asaph, Wales. It was managed by the Betsi Cadwaladr University Health Board. It served as the headquarters of the Welsh Ambulance Service until 2019."
28382036,https://en.wikipedia.org/wiki/Kulina%2C%20Estonia,"Kulina, Estonia","Kulina is a village in Vinni Parish, Lääne-Viru County, in northeastern Estonia."
967743,https://en.wikipedia.org/wiki/Baseball%20%28ball%29,Baseball (ball),"In 1909, sports magnate and former player Alfred J. Reach patented the ivory centered ""ivory nut"" in Panama and suggested it might be even better in a baseball than cork. However, Philadelphia Athletics president Benjamin F. Shibe, who had invented and patented the cork centered ball, commented, ""I look for the leagues to adopt an 'ivory nut' baseball just as soon as they adopt a ferro-concrete bat and a base studded with steel spikes."" Both leagues adopted Shibe's cork-centered ball in 1910."
37244226,https://en.wikipedia.org/wiki/Edmund%20Francis%20Law,Edmund Francis Law,"Northampton, National Westminster Bank in The Drapery, 1841. Nikolaus Pevsner says: it is ""a remarkable building, restrained, grand, and pure. In the Palladian style with giant columns and a pediment"". The exterior is currently (2014) obscured by a bus stop. Formerly part of the Northamptonshire Union Bank, acquired by National Provincial Bank, 1920, and NatWest c. 1970."
200730,https://en.wikipedia.org/wiki/United%20Lodge%20of%20Theosophists,United Lodge of Theosophists,"Robert Crosbie House, 62 Queen's Gardens, LONDON W2 3AH, ENGLAND (London, England)"
17686126,https://en.wikipedia.org/wiki/Roman%20Catholic%20Diocese%20of%20Cajazeiras,Roman Catholic Diocese of Cajazeiras,Bishop Zacarias Rolim de Moura (27 April 1953 – 12 July 1990)
595421,https://en.wikipedia.org/wiki/Ichishi%20District%2C%20Mie,"Ichishi District, Mie","November 3, 1940 - The villages of Ieki and Sakai were merged to create the town of Ieki."
16054587,https://en.wikipedia.org/wiki/Mailly-Raineval,Mailly-Raineval,Mailly-Raineval () is a commune in the Somme department in Hauts-de-France in northern France.
30323586,https://en.wikipedia.org/wiki/Kermit%20Blount,Kermit Blount,"After resigning as head coach after the 2009 season, Blount worked as a special assistant to the athletic director at Winston-Salem State. The Rams football team was competing as a former transitional Division I-AA (now FCS) independent team, as Winston-Salem State's athletic program was planning to move up to the Mideastern Athletic Conference (MEAC) starting in 2006, but later decided to move back to NCAA Division II and back to the CIAA for the 2010–11 athletic season."
53500744,https://en.wikipedia.org/wiki/Ixa,Ixa,"Ixa is a genus of Indo-Pacific pebble crabs from the family Leucosiidae. The genus was erected by William Elford Leach in 1816. One species, the Red Sea pebble crab (Ixa monodi), is a Lessepsian migrant and the species was first described to science from specimens collected on the Mediterranean Sea although the species is native to the Red Sea and had colonised the eastern Mediterranean through the Suez Canal."
1224432,https://en.wikipedia.org/wiki/Edward%20Reichmann,Edward Reichmann,He was born to Samuel Reichmann a wealthy Vienna merchant of Hungarian origin from Beled. The family was lucky to escape Austria before the Nazi invasion leaving the country on the morning of Anschluss to tend to Edward's grandfather David who had suffered a stroke.  From Hungary the family made its way to Paris and then the neutral city of Tangier where Samuel established a successful business in currency trading.
71350511,https://en.wikipedia.org/wiki/Los%20Pajaritos,Los Pajaritos,"Los Pajaritos (English: the little birds)  is a song recorded by Dominican singer Juan Luis Guerra for his seventh studio album, Fogarate (1994), included as its third track. It was released to airwaves on March 7, 1995, by Karen Records, as the record's promotional single, following the release of ""El Beso de la Ciguaterra"". The track was receive well by the critics and explores the sound of Cuban son. John Lannert from Billboard named the track a strong single peak. The authors Darío Tejeda and Rafael Emilio Yunén stated, the track composed by Guerra and 4.40 ""Contributed to the legitimization of son among the elite and upper-class, as they have also made their recordings for the other popular genres"". The track charted at US Latin Cashbox charts and was added to radio stations and receive airplay in Spain and Belgium."
266376,https://en.wikipedia.org/wiki/Benedetto%20Pistrucci,Benedetto Pistrucci,"After the death in 1817 of Thomas Wyon Sr, the father of the man who had adapted Pistrucci's designs, Pole most probably offered Pistrucci the post of chief engraver at the Royal Mint, with a salary of £500 per annum. and a house within the grounds of the Mint. However, it soon appeared that a law passed under William III barred foreigners from the post, and so Pole left it vacant, while granting Pistrucci the salary and emoluments of the office. Sir John Craig wrote in his history of the Royal Mint: ""The arrangement was not put into writing, and misunderstanding was easy for a foreigner. Pole categorically denied any commitment beyond the grant for the time being of a salary for coinage designs as cheaper than payment of fees. The Italian persistently contended that he was seduced into Mint service by a promise of formal appointment to the chief engravership"". According to H.W.A. Linecar in his book on British coin designs and designers, ""the arrangement might have worked very well, even though it was against accepted procedure, had Pistrucci been other than he was."""
68341968,https://en.wikipedia.org/wiki/Tom%20Squires,Tom Squires,"Tom Squires was born on 3 August 1993 in Oxford, Oxfordshire. At early age, he was interested in gardening which made him to later pursue a degree in horticulture."
21407483,https://en.wikipedia.org/wiki/Portrait%20of%20Antoine-Laurent%20Lavoisier%20and%20his%20Wife,Portrait of Antoine-Laurent Lavoisier and his Wife,"Antoine Lavoisier is seated, wearing a black vest, culottes, stockings and buckled shoes, a white shirt with a lace jabot and powdered hair. His face turns towards his wife and he rests his left arm on the table, whilst writing with his right hand using a quill pen. The table is covered with scarlet velvet, many papers, a casket, an inkwell with two more quill pens, a barometer, a gasometer, a water still and a glass bell jar. A large round-bottom flask and a tap are on the floor to the right, by the table. To the table's extreme left is a chair with a large document-case and black cloth on it. The document-case, presumed to correspond to Madame's interest in the art of drawing, emphasizes a left-to-right symmetry in the portrait between M. Lavoisier and objects of science visibly displayed on the right, and Madame with her document case of artistic drawings prominently displayed on the left side of the portrait. Significant also is the depiction by David of the wife in a posture physically above the husband, somewhat atypically by late 18th century conventional standards of depicting a married couple in portraiture."
41722301,https://en.wikipedia.org/wiki/Cochylimorpha%20ignicolorana,Cochylimorpha ignicolorana,Cochylimorpha ignicolorana is a species of moth of the family Tortricidae. It is found in Russia (the southern Urals).
1779598,https://en.wikipedia.org/wiki/Thunder%20Bay%E2%80%94Rainy%20River,Thunder Bay—Rainy River,This riding gained a fraction of territory from Thunder Bay—Superior North during the 2012 electoral redistribution.
3004780,https://en.wikipedia.org/wiki/Las%20Varas%2C%20Nayarit,"Las Varas, Nayarit","Las Varas is located in the state of Nayarit, Mexico, just a few miles southeast from Zacualpan and west Compostela. It is near the beaches of Chacala, Chacalilla, Lo De Marcos, Los Ayala, Rincón de Guayabitos, La Peñita de Jaltemba, Playa Tortugas, and San Francisco."
31540738,https://en.wikipedia.org/wiki/Maeon,Maeon,"Pausanias, Description of Greece with an English Translation by W.H.S. Jones, Litt.D., and H.A. Ormerod, M.A., in 4 Volumes. Cambridge, MA, Harvard University Press; London, William Heinemann Ltd. 1918. . Online version at the Perseus Digital Library"
55299592,https://en.wikipedia.org/wiki/Joaquim%20Forn,Joaquim Forn,"Joaquim Forn i Chiariello (born 1 April 1964) is a Spanish politician and lawyer from Catalonia. A former deputy mayor of the city of Barcelona in north-eastern Spain, Forn served as Minister of the Interior from July 2017 to October 2017 when he was removed from office following the Catalan declaration of independence."
68165019,https://en.wikipedia.org/wiki/Graham%20Ashcraft,Graham Ashcraft,"Ashcraft was promoted to the Reds' major league roster on May 20, 2022. He made his MLB debut on May 22, tossing 4.1 innings against the Toronto Blue Jays and allowing two earned runs. On May 23, he was removed from the 40-man roster and returned to Triple-A Louisville. On May 27, Ashcraft had his contract selected back to the active roster. He finished the season with a 5-6 record and a 4.89 ERA and 71 strikeouts over 19 starts."
26183938,https://en.wikipedia.org/wiki/Pizzeria%20Bianco,Pizzeria Bianco,"Bianco was born in the Bronx, and grew up in Ossining, New York.  He had asthma as a child, forcing him to stay inside, where he watched his aunt cook. At age 13 he began working at a local pizzeria. In 1985 he won two plane tickets anywhere in the United States and, on a whim, chose to go to Phoenix.  When he got there, he felt connected to the place, and stayed.  He began making mozzarella in his apartment and selling it to Italian restaurants.  Later, Guy Coscos, a specialty grocer in Phoenix offered him the opportunity to make and sell pizzas in the corner of his store.  Bianco's pizza was popular and he realized he could make pizza for a living.  He went to Italy in 1993 to improve his pizzamaking.  In 1994, he returned to open Pizzeria Bianco at Town & Country Shopping Center in Phoenix.  In 1996, the restaurant moved to 623 East Adams Street, the historic site of Baird Machine Shop in Heritage Square.  Bianco also operates Bar Bianco, located next door to the pizzeria in Heritage Square, and Pane Bianco, located in Midtown Phoenix."
45050154,https://en.wikipedia.org/wiki/Wahida%20Clark,Wahida Clark,"In addition to her writing career, Clark is a motivational speaker. She speaks at juvenile facilities, junior high schools, halfway houses, and prisons, encouraging her audiences to dream big, develop skills, and to not ""waste time."""
74802989,https://en.wikipedia.org/wiki/Dangri%2C%20Jaisalmer,"Dangri, Jaisalmer","Dangri is a village and Gram Panchayat in Fatehgarh tehsil of Jaisalmer district of Rajasthan state in India. It is situated 85 km away from district headquarter Jaisalmer. Dangri has a total population of 2,384 peoples according to Census 2011."
41132828,https://en.wikipedia.org/wiki/Azarestanak,Azarestanak,"Azarestanak (, also Romanized as Āzārestānak; also known as Āzārestān) is a village in Deylaman Rural District, Deylaman District, Siahkal County, Gilan Province, Iran. At the 2006 census, its population was 36, in 10 families."
3230408,https://en.wikipedia.org/wiki/Gunner%20Bay%2C%20Bermuda,"Gunner Bay, Bermuda","Gunner Bay is a large bay in the far north of Bermuda. It contains the entrance to St. George's Harbor and Paget Island, and is overlooked by St. David's Head in the far north of St. David's Island."
34250477,https://en.wikipedia.org/wiki/Android%20store,Android store,"Android Market, the name for Android's ""app store"" from 2008 to 2012"
41391218,https://en.wikipedia.org/wiki/Scoparia%20limatula,Scoparia limatula,The wingspan is about 26 mm. The forewings are white with grey and fuscous scales. The hindwings are brassy-ochreous. Adults have been recorded on wing in January and February.
63720724,https://en.wikipedia.org/wiki/Vimcontu%20Broadcasting%20Corporation,Vimcontu Broadcasting Corporation,"Vimcontu Broadcasting Corporation is a Philippine radio network of the Visayas-Mindanao Confederation of Trade Unions, a trade union organization under the Associated Labor Unions (ALU) through the Trade Union Congress of the Philippines. Its corporate office is located at the 2nd Floor, JSU-PSU Mariners' Court-Cebu, ALU-VIMCONTU Welfare Center, Pier 1, Cebu City."
18668020,https://en.wikipedia.org/wiki/Graham%20Lake%20%28Maine%29,Graham Lake (Maine),"Water clarity in the lake is low, with secchi disk measurements averaging less than 3 meters.  Fish in the lake that are of interest to anglers include smallmouth bass, white perch, chain pickerel, landlocked salmon, and brook trout."
22006386,https://en.wikipedia.org/wiki/Colebatch%20ministry,Colebatch ministry,"The Colebatch Ministry was the 14th Ministry of the Government of Western Australia and was led by Nationalist Premier Hal Colebatch. It succeeded the Lefroy Ministry on 17 April 1919 after Sir Henry Lefroy's resignation as premier. Colebatch, a member of the Legislative Council and the first (and so far only) from that chamber to ever be asked to form a ministry, had the problem of finding a conveniently-located country seat which was not held by the Country Party. Before he could consolidate his leadership, his handling of the ""Battle of the Barricades"" on the waterfront severely damaged his standing and he stood aside. On 17 May 1919, the First Mitchell Ministry was formed by the Minister for Lands, James Mitchell."
63162707,https://en.wikipedia.org/wiki/Jean-Claude%20Kremer,Jean-Claude Kremer,Jean-Claude Kremer (born 25 June 1963) is a Luxembourgian sports shooter. He competed at the 1988 Summer Olympics and the 1992 Summer Olympics.
73590796,https://en.wikipedia.org/wiki/Azra%20%28film%29,Azra (film),"The pot revolves around two lovers, Azra and Wameq. A princess of the state, Azra falls for Wameq at first sight and manages to make him the guest of the palace. There, they both get a chance to know more about each other and cone close. After the end of the mehfil, Wameq goes to her bedroom but returns  after kissing her. A maid in the palace observes this and informs it to the King."
