id,original_text,reconstructed_text,similarity_score,bleu_score,meteor_score
37933082,"Prior to this competition, the existing world and championship records were as follows.","Prior to this agreement, the existing rules and regulations thereof were as follows.",0.23236881,0.15133218633429316,0.6619183285849952
17737077,"Cricklade Town Bridge is a road bridge at Cricklade, Wiltshire, England across the River Thames. It is a Grade II listed building.","Professor Paul Miller is a full professor at Cambridge, England, United across the North Sea. It is a World War themed museum.",0.08789925,0.0653402965991945,0.34090909090909094
39299950,The 2007–08 SK Rapid Wien season is the 110th season in club history.,The 2007–08 FA Cup Final xxxxxx is the 110th season in xxxx xxxxxxx.,0.57727325,0.33260249505555045,0.5321821036106751
28017802,"The 1997 FIBA Europe Under-16 Championship (known at that time as 1997 European Championship for Cadets) was the 14th edition of the FIBA Europe Under-16 Championship. The cities of Pepinster, Kortrijk and Quaregnon, in Belgium, hosted the tournament. Yugoslavia won the trophy for the sixth time, the first since the breakup of Yugoslavia.","The 1997 John Smith Under-16 Championship (known at that time as 1997 European Championship for Boys) was the 14th edition of the John Smith Under-16 Championship. The cities of Liverpool, Sheffield and Manchester, in England, hosted the tournament. Yugoslavia won the title for the first time, the first since the founding of the tournament.",0.61832374,0.505806736942297,0.671939736346516
27014228,"Gachie is a locality in Kihara ward, Kiambaa constituency, Kiambu county. It is located in Kenya's Kiambu County approximately  from the Nairobi CBD. It neighbors the affluent Nyari Estate. Gachie is named after one of its first settlers and a son of Kihara.","Manhattan is a borough in New York City, New York State, United States. It is located in New York's Upper New York Bay from the Hudson River. It contains the famous Central Park. Manhattan is named after one of its early governors and a tribe of Lenape.",-0.02400852,0.1874037429552703,0.4398329493087558
27580589,"Derrahi Bousselah is a town and commune in Mila Province, Algeria. At the 1998 census it had a population of 10417.","Erbach Schwarzenbach is a town and village in Homburg Saarland, Germany. At the 1998 census it had a population of 10417.",0.1594977,0.5626933387118171,0.7114285714285714
60224171,"Klaus Eyferth (9 November 1928 – 19 July 2012) was a German psychologist. He was educated at the University of Hamburg, from which he received his diploma in 1954, his doctorate in 1957, and his habilitation in 1964. While at the University of Hamburg, he conducted a study on the IQ scores of the German-raised children of black and white American soldiers stationed in Allied-occupied Germany. This study has since become known as the Eyferth study. In 1973, he joined the faculty of the Technical University of Berlin, where he went on to help establish the Institute for Psychology. A member of the German Psychological Society, he hosted its 1988 conference in Berlin. In 1995, he retired from the Technical University of Berlin; he became an emeritus professor there the following year. He died on 19 July 2012, at the age of 83.","Kurt Schwan (9 September 1928 – 19 June 2012) was a German mathematician. He was educated at the University of Hamburg, from which he received his diploma in 1954, his doctorate in 1957, and his habilitation in 1964. While at the University of Hamburg, he published a",0.4669502,0.09913581652904589,0.24092132993586482
6850592,"In 1969, then Prime Minister Pierre Trudeau and Minister of Indian Affairs Jean Chrétien released a policy document officially entitled Statement of the Government of Canada on Indian policy. Better known as the White Paper, this policy proposed a dismantling of the Indian Act and an end to the special relationship between Indigenous Peoples and the Canadian Government. Many Indigenous groups across Canada protested this policy change and expressed concern regarding the Canadian Government's failure to incorporate feedback raised during the consultation process. In British Columbia, a generation of emerging Indigenous leaders began to organize in response. Rose Charlie of the Indian Homemakers' Association, Philip Paul of the Southern Vancouver Island Tribal Federation and Don Moses of the North American Indian Brotherhood invited bands from across the province to a conference in Kamloops to discuss the policy and the recognition of Aboriginal title and rights more generally. The conference was a success with over 140 bands represented and it resulted in the formation of the Union of British Columbia Indian Chiefs, an organization dedicated to the resolution of land claims.","In 1969, four Daniel Ellsberg Robert McNamara and Editors of United States New York Times published a secret history document published Pentagon of the Department of Defense on Vietnam policy. Known as the Pentagon Papers, this report revealed a chronology of the Vietnam War and an end to the official explanations between American leaders and the American public. Many American newspapers across America published this secret report and revealed further",0.12380269,0.019401861256278106,0.10920896378043037
25892855,"Uncifera lancifolia (King & Pantl.) Schltr. - Vietnam, Assam, Bhutan, Nepal, Sikkim","Complete Dictionary (Brown & White.) London. - William, James, Robert, John, David",0.11528799,0.020255986027125642,0.08333333333333333
29982444,"Its features include a fully unitized curtain wall, a computerized and comprehensive building and facility management, centralized cooling system with individual control, powerful communication facilities using fiber optics and digital technology and provision for LAN/DATA and efficient lift management. The building use as office, commercial and residential use.","Its contents include a brief detailed summary text, a comprehensive and well-organized overview and practical information, accompanied through figures with additional examples, offering step-by-step instructions helping users achieve their goals and further understanding and preparing for Jan/June and reaching their objectives. The document was as clear, concise and informative as ever.",0.23016752,0.01257559204471173,0.18431101909362782
32406191,"The competition has taken place annually since 1993. The event is held in Pörtschach am Wörthersee, Austria, where Johannes Brahms occasionally stayed during the summer.","The institution has chosen their business since 1993. The group is held in Washington DC, United States, where Abraham Lincoln frequently walked during the period.",0.33754373,0.07758410052509766,0.40429752066115704
29630332,"A recuperating Eli identifies the D'Alessio brothers as the culprits in the casino robbery. Margaret meets Nan Britton; Nan explains how she and Senator Harding met and how, in order for him to win the upcoming presidential election, he cannot acknowledge their relationship or even provide financial support for their daughter. The two women go to Madame Jeunet's to buy a dress for Nan. Jeunet asks Margaret to talk Nucky into reducing the amount of protection money she has to pay him. At first, Margaret broaches the issue directly, but this only angers Nucky. Taking a different tack, she then tells Nucky she is worried about not looking good for him if Jeunet leaves. Margaret then collects a favor from Jeunet for helping her: a fine new dress at no charge.","A surprising Man receives the Christmas surprise as the members in the family kitchen. Victoria tells Man Matthew; she explains how she and Michael Matthew met and how, in order for him to win the following presidential election, he cannot acknowledge their relationship or even express romantic feelings for their future. The next day is to Rachel Rachel's to buy a dress for Man. Rachel asks Victoria to help Rachel into",0.32088566,0.15348063430057768,0.3000661625708885
14036561,"This section details rules and regulations regarding public service. This section states anything not stated in the constitution or by an act of Parliament will be under the jurisdiction of the President. There will also be a Public Service Commission of 2-4 members serving 3 year terms. This commission hears all appeals of public servants who have been removed from their position and would like to return to it. If a person disagrees with the ruling of this commission they may appeal directly to the President. The President is allowed to appoint or remove people to or from: Ambassador, High Commissioner, Secretary to the Cabinet, Attorney-General, Director of Public Prosecutions, Permanent Secretary, Commissioner of Police, and f. any other superscale office. This section also establishes 5 year renewable terms for the Director of Public Prosecutions as well as establishes a 60 year age limit for the Director of Public Prosecutions and the Auditor-General. Finally, this section protects pre-existing pensions for people receiving pension before the creation of the Constitution.",This section states rules and implementing general policy. This section states anything not covered in the regulations or by an act of Congress will be under the jurisdiction of the Department. There will also be a Senior Review Committee of 2-4 members serving 3 year terms. This committee hears all appeals of former employees who have been removed from their positions and would like to return to it. If a party disagrees,0.6228204,0.1398684297323245,0.3208481551231081
40861101,"Willaston is a village in the unitary authority of Cheshire West and Chester, England. In and around the village are 16 buildings that are recorded in the National Heritage List for England as designated listed buildings.  Of these, one is listed at Grade II*, the middle grade, and the others are at Grade II.  Most of the listed buildings are houses, or farms with associated structures; the other buildings include the village church, a former windmill converted for domestic use, a war memorial, and a former railway station used as a visitor centre.","Canterbury is a borough in the eastern district of Kent and England, United. In and around the borough are 16 buildings that are listed in the National Heritage List for England as designated listed buildings. Of these, one is listed at Grade I*, the highest grade, and the others are at Grade II. Most of the listed buildings are houses, or farms with associated farmsteads; the other",0.47491413,0.4380253295195893,0.5539365903605648
23660823,"Ulochora is a monotypic moth genus in the family Cosmopterigidae described by Edward Meyrick in 1920. It contains only one species, Ulochora streptosema, described by the same author in the same year, which is found in Fiji.","Hercule is a fictional Belgian detective created by Agatha Christie in 1920. It features him in his first novel, The Mysterious Affair at Styles, published by the same author in the same year, which is set in Essex.",0.12638089,0.29604628028663643,0.4930150599935787
